year,msa_code,sector,estabs_entry,estabs_exit,net_openings,job_creation,job_destruction,job_net,firms,growth_rate,closure_rate
1991,32580,44-45,163.0,167.0,-4.0,2795,2317,478,1112,0.42985611510791366,1.0245398773006136
1991,32620,44-45,33.0,29.0,4.0,336,339,-3,288,-0.010416666666666666,0.8787878787878788
1991,32660,44-45,13.0,20.0,-7.0,144,194,-50,161,-0.3105590062111801,1.5384615384615385
1991,32700,44-45,9.0,11.0,-2.0,160,125,35,136,0.25735294117647056,1.2222222222222223
1991,32740,44-45,31.0,34.0,-3.0,411,696,-285,341,-0.8357771260997068,1.096774193548387
1991,32780,44-45,94.0,77.0,17.0,1044,1424,-380,657,-0.578386605783866,0.8191489361702128
1991,32820,44-45,470.0,591.0,-121.0,8283,9519,-1236,3083,-0.4009082062925722,1.2574468085106383
1991,32860,44-45,8.0,9.0,-1.0,172,135,37,133,0.2781954887218045,1.125
1991,32900,44-45,57.0,56.0,1.0,846,849,-3,484,-0.006198347107438017,0.9824561403508771
1991,32940,44-45,54.0,53.0,1.0,591,690,-99,441,-0.22448979591836735,0.9814814814814815
1991,33020,44-45,11.0,18.0,-7.0,115,156,-41,116,-0.35344827586206895,1.6363636363636365
1991,33060,44-45,9.0,14.0,-5.0,168,143,25,131,0.19083969465648856,1.5555555555555556
1991,33100,44-45,2900.0,3224.0,-324.0,41590,43904,-2314,14906,-0.15523950087213204,1.1117241379310345
1991,33140,44-45,48.0,43.0,5.0,834,871,-37,405,-0.09135802469135802,0.8958333333333334
1991,33180,44-45,17.0,23.0,-6.0,218,194,24,151,0.15894039735099338,1.3529411764705883
1991,33220,44-45,38.0,29.0,9.0,717,548,169,277,0.6101083032490975,0.7631578947368421
1991,33260,44-45,51.0,67.0,-16.0,853,731,122,484,0.25206611570247933,1.3137254901960784
1991,33300,44-45,21.0,17.0,4.0,186,342,-156,181,-0.861878453038674,0.8095238095238095
1991,33340,44-45,508.0,556.0,-48.0,11517,12328,-811,3834,-0.21152842983828898,1.094488188976378
1991,33380,44-45,14.0,28.0,-14.0,332,368,-36,197,-0.18274111675126903,2.0
1991,33420,44-45,16.0,12.0,4.0,136,206,-70,133,-0.5263157894736842,0.75
1991,33460,44-45,1083.0,1191.0,-108.0,22894,24570,-1676,6610,-0.25355521936459907,1.0997229916897506
1991,33500,44-45,24.0,38.0,-14.0,632,498,134,312,0.42948717948717946,1.5833333333333333
1991,33540,44-45,40.0,33.0,7.0,792,580,212,427,0.4964871194379391,0.825
1991,33580,44-45,13.0,9.0,4.0,257,132,125,163,0.7668711656441718,0.6923076923076923
1991,33620,44-45,13.0,17.0,-4.0,166,201,-35,110,-0.3181818181818182,1.3076923076923077
1991,33660,44-45,158.0,226.0,-68.0,2664,3005,-341,1185,-0.2877637130801688,1.4303797468354431
1991,33700,44-45,134.0,143.0,-9.0,2918,2545,373,1103,0.3381686310063463,1.0671641791044777
1991,33740,44-45,95.0,113.0,-18.0,1408,1809,-401,812,-0.4938423645320197,1.1894736842105262
1991,33780,44-45,39.0,39.0,0.0,622,1075,-453,403,-1.1240694789081886,1.0
1991,33860,44-45,159.0,181.0,-22.0,2592,3261,-669,1072,-0.6240671641791045,1.1383647798742138
1991,33900,44-45,8.0,14.0,-6.0,119,144,-25,98,-0.25510204081632654,1.75
1991,33910,44-45,29.0,44.0,-15.0,256,493,-237,309,-0.7669902912621359,1.5172413793103448
1991,33940,44-45,16.0,16.0,0.0,136,203,-67,133,-0.5037593984962406,1.0
1991,33980,44-45,40.0,42.0,-2.0,493,595,-102,321,-0.3177570093457944,1.05
1991,34020,44-45,30.0,31.0,-1.0,407,333,74,245,0.3020408163265306,1.0333333333333334
1991,34060,44-45,70.0,56.0,14.0,1204,778,426,395,1.0784810126582278,0.8
1991,34100,44-45,39.0,73.0,-34.0,474,961,-487,340,-1.4323529411764706,1.8717948717948718
1991,34140,44-45,13.0,11.0,2.0,251,193,58,157,0.36942675159235666,0.8461538461538461
1991,34180,44-45,31.0,22.0,9.0,439,276,163,244,0.6680327868852459,0.7096774193548387
1991,34220,44-45,11.0,18.0,-7.0,218,312,-94,170,-0.5529411764705883,1.6363636363636365
1991,34260,44-45,20.0,16.0,4.0,202,170,32,171,0.1871345029239766,0.8
1991,34300,44-45,10.0,0.0,10.0,253,134,119,81,1.4691358024691359,0.0
1991,34340,44-45,27.0,42.0,-15.0,427,586,-159,312,-0.5096153846153846,1.5555555555555556
1991,34380,44-45,21.0,22.0,-1.0,1125,470,655,234,2.799145299145299,1.0476190476190477
1991,34420,44-45,18.0,28.0,-10.0,265,391,-126,241,-0.5228215767634855,1.5555555555555556
1991,34460,44-45,11.0,15.0,-4.0,159,234,-75,164,-0.4573170731707317,1.3636363636363635
1991,34500,44-45,15.0,24.0,-9.0,238,246,-8,177,-0.04519774011299435,1.6
1991,34540,44-45,8.0,13.0,-5.0,117,193,-76,158,-0.4810126582278481,1.625
1991,34580,44-45,75.0,66.0,9.0,838,758,80,461,0.1735357917570499,0.88
1991,34620,44-45,47.0,48.0,-1.0,907,946,-39,427,-0.09133489461358314,1.0212765957446808
1991,34660,44-45,14.0,16.0,-2.0,278,185,93,159,0.5849056603773585,1.1428571428571428
1991,34680,44-45,19.0,24.0,-5.0,296,399,-103,234,-0.44017094017094016,1.263157894736842
1991,34700,44-45,18.0,16.0,2.0,227,230,-3,172,-0.01744186046511628,0.8888888888888888
1991,34740,44-45,56.0,55.0,1.0,1162,1105,57,503,0.11332007952286283,0.9821428571428571
1991,34780,44-45,28.0,37.0,-9.0,425,438,-13,242,-0.05371900826446281,1.3214285714285714
1991,34820,44-45,167.0,186.0,-19.0,2204,2559,-355,917,-0.3871319520174482,1.1137724550898203
1991,34860,44-45,27.0,25.0,2.0,394,410,-16,231,-0.06926406926406926,0.9259259259259259
1991,34880,44-45,6.0,12.0,-6.0,117,145,-28,98,-0.2857142857142857,2.0
1991,34900,44-45,53.0,54.0,-1.0,670,888,-218,482,-0.45228215767634855,1.0188679245283019
1991,34940,44-45,151.0,121.0,30.0,1885,1651,234,893,0.2620380739081747,0.8013245033112583
1991,34980,44-45,663.0,676.0,-13.0,9919,11195,-1276,3723,-0.34273435401557883,1.0196078431372548
1991,35020,44-45,47.0,38.0,9.0,527,547,-20,321,-0.06230529595015576,0.8085106382978723
1991,35060,44-45,10.0,22.0,-12.0,146,222,-76,138,-0.5507246376811594,2.2
1991,35100,44-45,41.0,62.0,-21.0,531,727,-196,396,-0.494949494949495,1.5121951219512195
1991,35140,44-45,11.0,13.0,-2.0,183,230,-47,152,-0.3092105263157895,1.1818181818181819
1991,35220,44-45,18.0,23.0,-5.0,266,195,71,170,0.4176470588235294,1.2777777777777777
1991,35300,44-45,198.0,302.0,-104.0,4231,6414,-2183,2005,-1.088778054862843,1.5252525252525253
1991,35340,44-45,28.0,17.0,11.0,526,308,218,273,0.7985347985347986,0.6071428571428571
1991,35380,44-45,443.0,495.0,-52.0,7698,11796,-4098,2855,-1.4353765323992995,1.1173814898419865
1991,35420,44-45,36.0,41.0,-5.0,533,630,-97,354,-0.2740112994350282,1.1388888888888888
1991,35440,44-45,36.0,40.0,-4.0,536,361,175,263,0.6653992395437263,1.1111111111111112
1991,35460,44-45,12.0,17.0,-5.0,122,215,-93,106,-0.8773584905660378,1.4166666666666667
1991,35580,44-45,18.0,19.0,-1.0,334,317,17,158,0.10759493670886076,1.0555555555555556
1991,35620,44-45,7959.0,9566.0,-1607.0,100913,152715,-51802,57654,-0.8984979359628127,1.2019097876617666
1991,35660,44-45,46.0,48.0,-2.0,703,1082,-379,569,-0.6660808435852372,1.0434782608695652
1991,35700,44-45,31.0,26.0,5.0,382,451,-69,193,-0.35751295336787564,0.8387096774193549
1991,35740,44-45,22.0,18.0,4.0,346,211,135,275,0.4909090909090909,0.8181818181818182
1991,35820,44-45,21.0,17.0,4.0,438,183,255,198,1.2878787878787878,0.8095238095238095
1991,35840,44-45,273.0,342.0,-69.0,4791,5631,-840,1841,-0.45627376425855515,1.2527472527472527
1991,35900,44-45,28.0,34.0,-6.0,280,517,-237,236,-1.0042372881355932,1.2142857142857142
1991,35940,44-45,31.0,34.0,-3.0,384,428,-44,231,-0.19047619047619047,1.096774193548387
1991,35980,44-45,107.0,170.0,-63.0,1433,2848,-1415,1006,-1.4065606361829026,1.588785046728972
1991,36020,44-45,23.0,21.0,2.0,308,203,105,174,0.603448275862069,0.9130434782608695
1991,36100,44-45,103.0,112.0,-9.0,1577,1879,-302,754,-0.4005305039787798,1.087378640776699
1991,36180,44-45,41.0,48.0,-7.0,430,674,-244,321,-0.7601246105919003,1.170731707317073
1991,36220,44-45,49.0,78.0,-29.0,852,750,102,444,0.22972972972972974,1.5918367346938775
1991,36260,44-45,117.0,120.0,-3.0,2723,2361,362,816,0.44362745098039214,1.0256410256410255
1991,36340,44-45,18.0,20.0,-2.0,270,314,-44,216,-0.2037037037037037,1.1111111111111112
1991,36380,44-45,10.0,17.0,-7.0,157,209,-52,125,-0.416,1.7
1991,36420,44-45,411.0,429.0,-18.0,8013,7393,620,2885,0.21490467937608318,1.0437956204379562
1991,36460,44-45,36.0,32.0,4.0,473,439,34,335,0.10149253731343283,0.8888888888888888
1991,36500,44-45,77.0,81.0,-4.0,1314,1078,236,569,0.4147627416520211,1.051948051948052
1991,36540,44-45,245.0,312.0,-67.0,5965,5106,859,2122,0.4048067860508954,1.273469387755102
1991,36580,44-45,40.0,23.0,17.0,397,523,-126,267,-0.47191011235955055,0.575
1991,36620,44-45,24.0,22.0,2.0,560,330,230,190,1.2105263157894737,0.9166666666666666
1991,36660,44-45,23.0,38.0,-15.0,448,413,35,294,0.11904761904761904,1.6521739130434783
1991,36700,44-45,38.0,50.0,-12.0,680,907,-227,400,-0.5675,1.3157894736842106
1991,36740,44-45,780.0,773.0,7.0,12250,12937,-687,3713,-0.18502558577969297,0.9910256410256411
1991,36780,44-45,59.0,69.0,-10.0,1027,867,160,480,0.3333333333333333,1.1694915254237288
1991,36820,44-45,10.0,9.0,1.0,195,222,-27,119,-0.226890756302521,0.9
1991,36830,44-45,4.0,5.0,-1.0,86,43,43,70,0.6142857142857143,1.25
1991,36837,44-45,43.0,60.0,-17.0,846,810,36,593,0.06070826306913996,1.3953488372093024
1991,36840,44-45,3.0,12.0,-9.0,73,128,-55,83,-0.6626506024096386,4.0
1991,36900,44-45,13.0,11.0,2.0,235,222,13,150,0.08666666666666667,0.8461538461538461
1991,36940,44-45,14.0,17.0,-3.0,259,367,-108,138,-0.782608695652174,1.2142857142857142
1991,36980,44-45,38.0,58.0,-20.0,768,838,-70,436,-0.16055045871559634,1.5263157894736843
1991,37020,44-45,11.0,34.0,-23.0,358,357,1,222,0.0045045045045045045,3.090909090909091
1991,37060,44-45,23.0,22.0,1.0,348,296,52,185,0.2810810810810811,0.9565217391304348
1991,37100,44-45,273.0,318.0,-45.0,4104,6258,-2154,1860,-1.1580645161290322,1.164835164835165
1991,37120,44-45,15.0,20.0,-5.0,172,414,-242,166,-1.4578313253012047,1.3333333333333333
1991,37140,44-45,57.0,53.0,4.0,742,967,-225,522,-0.43103448275862066,0.9298245614035088
1991,37220,44-45,16.0,13.0,3.0,180,170,10,91,0.10989010989010989,0.8125
1991,37260,44-45,32.0,31.0,1.0,342,570,-228,190,-1.2,0.96875
1991,37300,44-45,24.0,22.0,2.0,184,274,-90,189,-0.47619047619047616,0.9166666666666666
1991,37340,44-45,221.0,235.0,-14.0,3325,3428,-103,1270,-0.08110236220472442,1.0633484162895928
1991,37420,44-45,9.0,15.0,-6.0,146,169,-23,130,-0.17692307692307693,1.6666666666666667
1991,37460,44-45,81.0,110.0,-29.0,1471,1265,206,641,0.3213728549141966,1.3580246913580247
1991,37500,44-45,14.0,12.0,2.0,221,141,80,154,0.5194805194805194,0.8571428571428571
1991,37540,44-45,17.0,12.0,5.0,197,209,-12,169,-0.07100591715976332,0.7058823529411765
1991,37580,44-45,29.0,29.0,0.0,381,364,17,254,0.06692913385826772,1.0
1991,37620,44-45,30.0,48.0,-18.0,536,1118,-582,344,-1.691860465116279,1.6
1991,37740,44-45,22.0,18.0,4.0,191,231,-40,162,-0.24691358024691357,0.8181818181818182
1991,37800,44-45,10.0,23.0,-13.0,151,200,-49,135,-0.362962962962963,2.3
1991,37860,44-45,197.0,227.0,-30.0,3099,3554,-455,1112,-0.4091726618705036,1.1522842639593909
1991,37900,44-45,102.0,143.0,-41.0,2497,2695,-198,1097,-0.1804922515952598,1.4019607843137254
1991,37940,44-45,13.0,15.0,-2.0,128,157,-29,124,-0.23387096774193547,1.1538461538461537
1991,37950,44-45,31.0,21.0,10.0,654,419,235,253,0.9288537549407114,0.6774193548387096
1991,37980,44-45,2164.0,2493.0,-329.0,35192,53014,-17822,15235,-1.1698063669182803,1.152033271719039
1991,38060,44-45,1152.0,1167.0,-15.0,20356,21044,-688,5203,-0.1322314049586777,1.0130208333333333
1991,38100,44-45,18.0,17.0,1.0,129,214,-85,143,-0.5944055944055944,0.9444444444444444
1991,38180,44-45,12.0,11.0,1.0,171,118,53,112,0.4732142857142857,0.9166666666666666
1991,38210,44-45,55.0,53.0,2.0,836,774,62,441,0.14058956916099774,0.9636363636363636
1991,38220,44-45,38.0,34.0,4.0,655,698,-43,374,-0.11497326203208556,0.8947368421052632
1991,38240,44-45,24.0,42.0,-18.0,328,591,-263,287,-0.9163763066202091,1.75
1991,38260,44-45,14.0,14.0,0.0,251,191,60,162,0.37037037037037035,1.0
1991,38300,44-45,863.0,1063.0,-200.0,15664,18753,-3089,7242,-0.42653962993648165,1.231749710312862
1991,38340,44-45,55.0,102.0,-47.0,765,1628,-863,697,-1.2381635581061694,1.8545454545454545
1991,38380,44-45,12.0,27.0,-15.0,140,229,-89,169,-0.5266272189349113,2.25
1991,38420,44-45,10.0,34.0,-24.0,220,273,-53,214,-0.24766355140186916,3.4
1991,38460,44-45,51.0,44.0,7.0,744,1052,-308,365,-0.8438356164383561,0.8627450980392157
1991,38500,44-45,18.0,22.0,-4.0,447,369,78,187,0.41711229946524064,1.2222222222222223
1991,38540,44-45,27.0,34.0,-7.0,402,444,-42,278,-0.1510791366906475,1.2592592592592593
1991,38620,44-45,24.0,26.0,-2.0,328,450,-122,221,-0.5520361990950227,1.0833333333333333
1991,38700,44-45,13.0,16.0,-3.0,310,178,132,161,0.8198757763975155,1.2307692307692308
1991,38740,44-45,23.0,39.0,-16.0,528,569,-41,229,-0.17903930131004367,1.6956521739130435
1991,38820,44-45,23.0,25.0,-2.0,354,290,64,268,0.23880597014925373,1.0869565217391304
1991,38860,44-45,267.0,293.0,-26.0,3344,4871,-1527,1806,-0.845514950166113,1.097378277153558
1991,38900,44-45,747.0,797.0,-50.0,13737,13204,533,4405,0.12099886492622021,1.0669344042838018
1991,38920,44-45,6.0,9.0,-3.0,77,114,-37,85,-0.43529411764705883,1.5
1991,38940,44-45,149.0,197.0,-48.0,2333,2941,-608,976,-0.6229508196721312,1.3221476510067114
1991,39020,44-45,24.0,29.0,-5.0,628,545,83,274,0.3029197080291971,1.2083333333333333
1991,39040,44-45,13.0,13.0,0.0,105,123,-18,113,-0.1592920353982301,1.0
1991,39060,44-45,45.0,61.0,-16.0,997,865,132,585,0.22564102564102564,1.3555555555555556
1991,39150,44-45,104.0,59.0,45.0,961,790,171,562,0.304270462633452,0.5673076923076923
1991,39220,44-45,8.0,8.0,0.0,98,137,-39,80,-0.4875,1.0
1991,39300,44-45,561.0,899.0,-338.0,7988,16597,-8609,4762,-1.8078538429231414,1.6024955436720143
1991,39340,44-45,88.0,88.0,0.0,2295,1817,478,633,0.7551342812006319,1.0
1991,39380,44-45,36.0,60.0,-24.0,847,813,34,433,0.07852193995381063,1.6666666666666667
1991,39420,44-45,8.0,16.0,-8.0,109,172,-63,116,-0.5431034482758621,2.0
1991,39460,44-45,90.0,67.0,23.0,1642,1023,619,464,1.334051724137931,0.7444444444444445
1991,39480,44-45,24.0,24.0,0.0,487,481,6,271,0.02214022140221402,1.0
1991,39500,44-45,29.0,38.0,-9.0,773,745,28,314,0.08917197452229299,1.3103448275862069
1991,39540,44-45,66.0,73.0,-7.0,1357,1200,157,621,0.2528180354267311,1.106060606060606
1991,39580,44-45,332.0,371.0,-39.0,5130,7865,-2735,2086,-1.3111217641418984,1.1174698795180722
1991,39660,44-45,59.0,45.0,14.0,939,851,88,510,0.17254901960784313,0.7627118644067796
1991,39700,44-45,3.0,4.0,-1.0,123,100,23,59,0.3898305084745763,1.3333333333333333
1991,39740,44-45,135.0,151.0,-16.0,3042,3428,-386,1182,-0.32656514382402707,1.1185185185185185
1991,39780,44-45,28.0,26.0,2.0,660,398,262,183,1.4316939890710383,0.9285714285714286
1991,39820,44-45,85.0,76.0,9.0,1214,1275,-61,671,-0.09090909090909091,0.8941176470588236
1991,39860,44-45,22.0,15.0,7.0,369,310,59,253,0.233201581027668,0.6818181818181818
1991,39900,44-45,154.0,161.0,-7.0,2540,3153,-613,1089,-0.5629017447199265,1.0454545454545454
1991,39940,44-45,6.0,10.0,-4.0,170,117,53,116,0.45689655172413796,1.6666666666666667
1991,39960,44-45,18.0,20.0,-2.0,279,219,60,216,0.2777777777777778,1.1111111111111112
1991,39980,44-45,23.0,30.0,-7.0,449,531,-82,288,-0.2847222222222222,1.3043478260869565
1991,40060,44-45,422.0,472.0,-50.0,7567,10787,-3220,2647,-1.2164714771439364,1.1184834123222749
1991,40080,44-45,36.0,56.0,-20.0,619,809,-190,357,-0.5322128851540616,1.5555555555555556
1991,40090,44-45,58.0,58.0,0.0,632,734,-102,393,-0.2595419847328244,1.0
1991,40100,44-45,24.0,16.0,8.0,162,218,-56,131,-0.42748091603053434,0.6666666666666666
1991,40140,44-45,1124.0,1052.0,72.0,19420,21018,-1598,5734,-0.2786885245901639,0.9359430604982206
1991,40180,44-45,32.0,19.0,13.0,367,273,94,175,0.5371428571428571,0.59375
1991,40220,44-45,118.0,140.0,-22.0,1994,2702,-708,1055,-0.671090047393365,1.1864406779661016
1991,40260,44-45,30.0,53.0,-23.0,502,640,-138,327,-0.42201834862385323,1.7666666666666666
1991,40300,44-45,7.0,20.0,-13.0,176,227,-51,141,-0.3617021276595745,2.857142857142857
1991,40340,44-45,66.0,80.0,-14.0,1063,1403,-340,694,-0.4899135446685879,1.2121212121212122
1991,40380,44-45,290.0,424.0,-134.0,6230,9080,-2850,2590,-1.1003861003861004,1.4620689655172414
1991,40420,44-45,93.0,122.0,-29.0,1970,2133,-163,844,-0.19312796208530805,1.3118279569892473
1991,40460,44-45,26.0,22.0,4.0,245,296,-51,226,-0.22566371681415928,0.8461538461538461
1991,40540,44-45,9.0,22.0,-13.0,464,318,146,154,0.948051948051948,2.4444444444444446
1991,40580,44-45,70.0,97.0,-27.0,1026,1511,-485,577,-0.8405545927209706,1.3857142857142857
1991,40620,44-45,20.0,25.0,-5.0,406,516,-110,194,-0.5670103092783505,1.25
1991,40660,44-45,46.0,44.0,2.0,810,910,-100,340,-0.29411764705882354,0.9565217391304348
1991,40700,44-45,36.0,46.0,-10.0,394,624,-230,377,-0.610079575596817,1.2777777777777777
1991,40740,44-45,21.0,37.0,-16.0,334,1228,-894,208,-4.298076923076923,1.7619047619047619
1991,40760,44-45,20.0,18.0,2.0,177,107,70,98,0.7142857142857143,0.9
1991,40770,44-45,16.0,13.0,3.0,182,113,69,118,0.5847457627118644,0.8125
1991,40780,44-45,34.0,32.0,2.0,411,519,-108,305,-0.3540983606557377,0.9411764705882353
1991,40820,44-45,8.0,19.0,-11.0,157,317,-160,156,-1.0256410256410255,2.375
1991,40860,44-45,43.0,56.0,-13.0,498,917,-419,397,-1.0554156171284634,1.302325581395349
1991,40900,44-45,700.0,645.0,55.0,12955,11689,1266,4104,0.3084795321637427,0.9214285714285714
1991,40940,44-45,3.0,11.0,-8.0,117,89,28,86,0.32558139534883723,3.6666666666666665
1991,40980,44-45,77.0,89.0,-12.0,1405,1712,-307,841,-0.36504161712247324,1.155844155844156
1991,41060,44-45,46.0,66.0,-20.0,1148,1094,54,658,0.08206686930091185,1.434782608695652
1991,41100,44-45,45.0,24.0,21.0,774,281,493,238,2.0714285714285716,0.5333333333333333
1991,41140,44-45,38.0,60.0,-22.0,800,737,63,453,0.1390728476821192,1.5789473684210527
1991,41180,44-45,986.0,1243.0,-257.0,17175,22002,-4827,6832,-0.7065281030444965,1.2606490872210954
1991,41260,44-45,16.0,12.0,4.0,135,158,-23,146,-0.15753424657534246,0.75
1991,41400,44-45,30.0,53.0,-23.0,565,569,-4,390,-0.010256410256410256,1.7666666666666666
1991,41420,44-45,111.0,126.0,-15.0,1767,1841,-74,867,-0.0853517877739331,1.135135135135135
1991,41460,44-45,19.0,33.0,-14.0,607,543,64,274,0.23357664233576642,1.736842105263158
1991,41500,44-45,142.0,182.0,-40.0,2459,2746,-287,1288,-0.22282608695652173,1.2816901408450705
1991,41540,44-45,91.0,72.0,19.0,1370,1381,-11,454,-0.024229074889867842,0.7912087912087912
1991,41620,44-45,295.0,305.0,-10.0,7188,6220,968,1932,0.5010351966873706,1.0338983050847457
1991,41660,44-45,40.0,40.0,0.0,629,623,6,373,0.0160857908847185,1.0
1991,41700,44-45,508.0,619.0,-111.0,9176,9202,-26,3113,-0.008352071956312239,1.218503937007874
1991,41740,44-45,1194.0,1250.0,-56.0,17031,22730,-5699,6259,-0.9105288384725995,1.0469011725293131
1991,41760,44-45,14.0,16.0,-2.0,356,242,114,148,0.7702702702702703,1.1428571428571428
1991,41780,44-45,58.0,59.0,-1.0,1162,1066,96,461,0.20824295010845986,1.0172413793103448
1991,41820,44-45,22.0,36.0,-14.0,345,506,-161,244,-0.6598360655737705,1.6363636363636365
1991,41860,44-45,1670.0,1903.0,-233.0,28081,44786,-16705,10808,-1.5456143597335308,1.1395209580838324
1991,41940,44-45,594.0,736.0,-142.0,11302,14075,-2773,3845,-0.7211963589076723,1.239057239057239
1991,42020,44-45,123.0,139.0,-16.0,1508,2124,-616,971,-0.6343975283213182,1.1300813008130082
1991,42100,44-45,118.0,126.0,-8.0,1816,1972,-156,917,-0.17011995637949837,1.0677966101694916
1991,42140,44-45,93.0,63.0,30.0,1223,943,280,617,0.4538087520259319,0.6774193548387096
1991,42200,44-45,201.0,197.0,4.0,4304,3274,1030,1459,0.7059629883481837,0.9800995024875622
1991,42220,44-45,191.0,230.0,-39.0,2876,3671,-795,1540,-0.5162337662337663,1.2041884816753927
1991,42300,44-45,14.0,18.0,-4.0,209,325,-116,148,-0.7837837837837838,1.2857142857142858
1991,42340,44-45,180.0,154.0,26.0,3051,2001,1050,992,1.0584677419354838,0.8555555555555555
1991,42380,44-45,21.0,27.0,-6.0,271,308,-37,248,-0.14919354838709678,1.2857142857142858
1991,42420,44-45,22.0,14.0,8.0,283,189,94,213,0.4413145539906103,0.6363636363636364
1991,42460,44-45,23.0,21.0,2.0,225,252,-27,182,-0.14835164835164835,0.9130434782608695
1991,42540,44-45,181.0,224.0,-43.0,3167,4190,-1023,1958,-0.5224719101123596,1.2375690607734806
1991,42580,44-45,90.0,86.0,4.0,1144,1375,-231,655,-0.3526717557251908,0.9555555555555556
1991,42620,44-45,20.0,26.0,-6.0,264,560,-296,274,-1.0802919708029197,1.3
1991,42660,44-45,1302.0,1265.0,37.0,22235,22128,107,7307,0.01464349254139866,0.9715821812596006
1991,42680,44-45,39.0,52.0,-13.0,614,647,-33,463,-0.07127429805615551,1.3333333333333333
1991,42700,44-45,38.0,33.0,5.0,644,509,135,297,0.45454545454545453,0.868421052631579
1991,42740,44-45,14.0,23.0,-9.0,297,232,65,184,0.3532608695652174,1.6428571428571428
1991,42780,44-45,16.0,18.0,-2.0,410,304,106,172,0.6162790697674418,1.125
1991,42820,44-45,18.0,26.0,-8.0,393,349,44,206,0.21359223300970873,1.4444444444444444
1991,42860,44-45,26.0,22.0,4.0,233,373,-140,232,-0.603448275862069,0.8461538461538461
1991,42900,44-45,10.0,12.0,-2.0,145,146,-1,111,-0.009009009009009009,1.2
1991,42940,44-45,70.0,42.0,28.0,628,699,-71,463,-0.15334773218142547,0.6
1991,42980,44-45,15.0,22.0,-7.0,322,366,-44,153,-0.2875816993464052,1.4666666666666666
1991,43020,44-45,16.0,24.0,-8.0,273,290,-17,154,-0.11038961038961038,1.5
1991,43060,44-45,33.0,31.0,2.0,417,361,56,211,0.26540284360189575,0.9393939393939394
1991,43100,44-45,33.0,28.0,5.0,665,521,144,312,0.46153846153846156,0.8484848484848485
1991,43140,44-45,34.0,35.0,-1.0,352,714,-362,365,-0.9917808219178083,1.0294117647058822
1991,43180,44-45,12.0,19.0,-7.0,178,140,38,141,0.2695035460992908,1.5833333333333333
1991,43220,44-45,17.0,18.0,-1.0,168,153,15,125,0.12,1.0588235294117647
1991,43260,44-45,13.0,19.0,-6.0,275,209,66,138,0.4782608695652174,1.4615384615384615
1991,43300,44-45,33.0,58.0,-25.0,532,607,-75,382,-0.19633507853403143,1.7575757575757576
1991,43320,44-45,32.0,28.0,4.0,732,400,332,216,1.537037037037037,0.875
1991,43340,44-45,131.0,222.0,-91.0,2703,2758,-55,1102,-0.0499092558983666,1.6946564885496183
1991,43380,44-45,12.0,15.0,-3.0,176,243,-67,148,-0.4527027027027027,1.25
1991,43420,44-45,52.0,49.0,3.0,603,574,29,335,0.08656716417910448,0.9423076923076923
1991,43460,44-45,36.0,38.0,-2.0,350,370,-20,278,-0.07194244604316546,1.0555555555555556
1991,43500,44-45,21.0,19.0,2.0,235,148,87,113,0.7699115044247787,0.9047619047619048
1991,43580,44-45,50.0,54.0,-4.0,1230,1014,216,515,0.41941747572815535,1.08
1991,43620,44-45,95.0,76.0,19.0,2223,1609,614,787,0.7801778907242694,0.8
1991,43640,44-45,64.0,60.0,4.0,1429,1288,141,500,0.282,0.9375
1991,43660,44-45,7.0,10.0,-3.0,129,90,39,95,0.4105263157894737,1.4285714285714286
1991,43700,44-45,36.0,44.0,-8.0,511,589,-78,305,-0.25573770491803277,1.2222222222222223
1991,43740,44-45,52.0,26.0,26.0,547,423,124,316,0.3924050632911392,0.5
1991,43760,44-45,26.0,25.0,1.0,247,249,-2,243,-0.00823045267489712,0.9615384615384616
1991,43780,44-45,95.0,156.0,-61.0,1641,2693,-1052,969,-1.085655314757482,1.6421052631578947
1991,43890,44-45,7.0,12.0,-5.0,257,169,88,140,0.6285714285714286,1.7142857142857142
1991,43900,44-45,128.0,155.0,-27.0,2136,2529,-393,935,-0.4203208556149733,1.2109375
1991,43940,44-45,17.0,22.0,-5.0,441,184,257,108,2.3796296296296298,1.2941176470588236
1991,43980,44-45,9.0,9.0,0.0,143,184,-41,138,-0.2971014492753623,1.0
1991,44020,44-45,8.0,16.0,-8.0,100,152,-52,97,-0.5360824742268041,2.0
1991,44060,44-45,183.0,156.0,27.0,3819,2849,970,1270,0.7637795275590551,0.8524590163934426
1991,44100,44-45,61.0,70.0,-9.0,1286,1468,-182,706,-0.2577903682719547,1.1475409836065573
1991,44140,44-45,159.0,261.0,-102.0,2963,5340,-2377,1461,-1.626967830253251,1.6415094339622642
1991,44180,44-45,163.0,180.0,-17.0,2141,2343,-202,1244,-0.16237942122186494,1.1042944785276074
1991,44220,44-45,42.0,52.0,-10.0,725,1179,-454,400,-1.135,1.2380952380952381
1991,44260,44-45,15.0,16.0,-1.0,353,171,182,196,0.9285714285714286,1.0666666666666667
1991,44300,44-45,57.0,43.0,14.0,1325,1520,-195,442,-0.4411764705882353,0.7543859649122807
1991,44340,44-45,28.0,28.0,0.0,351,458,-107,252,-0.4246031746031746,1.0
1991,44420,44-45,36.0,56.0,-20.0,617,1031,-414,427,-0.9695550351288056,1.5555555555555556
1991,44460,44-45,30.0,30.0,0.0,346,325,21,180,0.11666666666666667,1.0
